"Interaction","Quantified_at_the","Sampled_at_the","Main_Source","Population","Sample_size","Method","Source","Origin","Category","Prey","Strength","Index","Species","Genus","Family","Order","Class"
1880,"population-level","community-level",18,214,24,"gut contents","aquatic","vegetal","algae","algae",51.7,"%IAi","Leporinus taeniatus","Leporinus","Anostomidae","Characiformes","Teleostei"
1881,"population-level","community-level",18,214,24,"gut contents","terrestrial","vegetal","plant","higher plant",1.7,"%IAi","Leporinus taeniatus","Leporinus","Anostomidae","Characiformes","Teleostei"
1882,"population-level","community-level",18,215,24,"gut contents","unknown","animal","mollusc","mollusc",0.2,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
1883,"population-level","community-level",18,215,24,"gut contents","aquatic","animal","crustacean","microcrustacean",51.8,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
1884,"population-level","community-level",18,215,24,"gut contents","aquatic","animal","fish","fish",10.2,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
1885,"population-level","community-level",18,215,24,"gut contents","aquatic","vegetal","algae","algae",0.8,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
1886,"population-level","community-level",18,215,24,"gut contents","terrestrial","vegetal","plant","higher plant",2.3,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
1887,"population-level","community-level",18,215,24,"gut contents","unknown","unknown","detritus","detritus",34.6,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
1888,"population-level","community-level",18,216,24,"gut contents","aquatic","animal","crustacean","microcrustacean",0.1,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
1889,"population-level","community-level",18,216,24,"gut contents","aquatic","animal","fish","fish",0.2,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
1890,"population-level","community-level",18,216,24,"gut contents","aquatic","vegetal","algae","algae",0.1,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
1891,"population-level","community-level",18,216,24,"gut contents","unknown","unknown","detritus","detritus",99.6,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
1892,"population-level","community-level",18,217,24,"gut contents","unknown","unknown","detritus","detritus",100,"%IAi","Prochilodus brevis","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1893,"population-level","community-level",18,218,24,"gut contents","aquatic","animal","crustacean","microcrustacean",100,"%IAi","Ctenobrycon kennedyi","Ctenobrycon","Acestrorhamphidae","Characiformes","Teleostei"
1894,"population-level","community-level",18,219,24,"gut contents","unknown","animal","insect","insect",6.4,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
1895,"population-level","community-level",18,219,24,"gut contents","aquatic","animal","crustacean","microcrustacean",0.5,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
1896,"population-level","community-level",18,219,24,"gut contents","aquatic","animal","fish","fish",0.1,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
1897,"population-level","community-level",18,219,24,"gut contents","aquatic","vegetal","algae","algae",1.3,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
1898,"population-level","community-level",18,219,24,"gut contents","terrestrial","vegetal","plant","higher plant",0.1,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
1899,"population-level","community-level",18,219,24,"gut contents","unknown","unknown","detritus","detritus",91.6,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
1900,"population-level","community-level",18,220,24,"gut contents","unknown","animal","insect","insect",0.4,"%IAi","Serrasalmus brandtii","Serrasalmus","Serrasalmidae","Characiformes","Teleostei"
1901,"population-level","community-level",18,220,24,"gut contents","aquatic","animal","crustacean","Decapoda",2,"%IAi","Serrasalmus brandtii","Serrasalmus","Serrasalmidae","Characiformes","Teleostei"
1902,"population-level","community-level",18,220,24,"gut contents","aquatic","animal","fish","fish",97.6,"%IAi","Serrasalmus brandtii","Serrasalmus","Serrasalmidae","Characiformes","Teleostei"
1903,"population-level","community-level",18,221,24,"gut contents","unknown","animal","insect","insect",7.6,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
1904,"population-level","community-level",18,221,24,"gut contents","aquatic","animal","crustacean","microcrustacean",13.3,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
1905,"population-level","community-level",18,221,24,"gut contents","aquatic","animal","fish","fish",0.6,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
1906,"population-level","community-level",18,221,24,"gut contents","aquatic","vegetal","algae","algae",52.8,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
1907,"population-level","community-level",18,221,24,"gut contents","terrestrial","vegetal","plant","higher plant",0.1,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
1908,"population-level","community-level",18,221,24,"gut contents","unknown","unknown","detritus","detritus",25.7,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
1909,"population-level","community-level",18,222,24,"gut contents","unknown","unknown","detritus","detritus",100,"%IAi","Steindachnerina notonota","Steindachnerina","Curimatidae","Characiformes","Teleostei"
1910,"population-level","community-level",18,223,24,"gut contents","aquatic","animal","crustacean","microcrustacean",82.7,"%IAi","Serrapinnus piaba","Serrapinnus","Characidae","Characiformes","Teleostei"
1911,"population-level","community-level",18,223,24,"gut contents","aquatic","vegetal","algae","algae",17.1,"%IAi","Serrapinnus piaba","Serrapinnus","Characidae","Characiformes","Teleostei"
1912,"population-level","community-level",18,223,24,"gut contents","unknown","unknown","detritus","detritus",0.3,"%IAi","Serrapinnus piaba","Serrapinnus","Characidae","Characiformes","Teleostei"
1913,"population-level","community-level",18,224,24,"gut contents","unknown","animal","mollusc","mollusc",0.3,"%IAi","Triportheus signatus","Triportheus","Triportheidae","Characiformes","Teleostei"
1914,"population-level","community-level",18,224,24,"gut contents","aquatic","vegetal","algae","algae",99.7,"%IAi","Triportheus signatus","Triportheus","Triportheidae","Characiformes","Teleostei"
1915,"population-level","community-level",18,225,20,"gut contents","unknown","animal","insect","insect",81.5,"%IAi","Astyanax bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
1916,"population-level","community-level",18,225,20,"gut contents","unknown","animal","mollusc","mollusc",2.2,"%IAi","Astyanax bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
1917,"population-level","community-level",18,225,20,"gut contents","aquatic","animal","crustacean","microcrustacean",3.4,"%IAi","Astyanax bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
1918,"population-level","community-level",18,225,20,"gut contents","aquatic","animal","fish","fish",6.4,"%IAi","Astyanax bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
1919,"population-level","community-level",18,225,20,"gut contents","aquatic","vegetal","algae","algae",0.5,"%IAi","Astyanax bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
1920,"population-level","community-level",18,225,20,"gut contents","terrestrial","vegetal","plant","higher plant",5.8,"%IAi","Astyanax bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
1921,"population-level","community-level",18,225,20,"gut contents","unknown","unknown","detritus","detritus",0.2,"%IAi","Astyanax bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
1922,"population-level","community-level",18,226,20,"gut contents","unknown","animal","insect","insect",77.4,"%IAi","Psalidodon fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
1923,"population-level","community-level",18,226,20,"gut contents","unknown","animal","mollusc","mollusc",0.6,"%IAi","Psalidodon fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
1924,"population-level","community-level",18,226,20,"gut contents","aquatic","animal","crustacean","microcrustacean",2.2,"%IAi","Psalidodon fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
1925,"population-level","community-level",18,226,20,"gut contents","aquatic","animal","fish","fish",0.9,"%IAi","Psalidodon fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
1926,"population-level","community-level",18,226,20,"gut contents","aquatic","vegetal","algae","algae",17.5,"%IAi","Psalidodon fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
1927,"population-level","community-level",18,226,20,"gut contents","terrestrial","vegetal","plant","higher plant",1,"%IAi","Psalidodon fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
1928,"population-level","community-level",18,226,20,"gut contents","unknown","unknown","detritus","detritus",0.4,"%IAi","Psalidodon fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
1929,"population-level","community-level",18,227,20,"gut contents","unknown","animal","insect","insect",26.2,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
1930,"population-level","community-level",18,227,20,"gut contents","terrestrial","animal","collembola","Collembola",0.6,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
1931,"population-level","community-level",18,227,20,"gut contents","aquatic","animal","crustacean","Decapoda",15.1,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
1932,"population-level","community-level",18,227,20,"gut contents","aquatic","animal","crustacean","microcrustacean",2.3,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
1933,"population-level","community-level",18,227,20,"gut contents","aquatic","animal","fish","fish",55.8,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
1934,"population-level","community-level",18,228,20,"gut contents","aquatic","animal","crustacean","Decapoda",16.1,"%IAi","Cichla monoculus","Cichla","Cichlidae","Cichliformes","Teleostei"
1935,"population-level","community-level",18,228,20,"gut contents","aquatic","animal","fish","fish",83.9,"%IAi","Cichla monoculus","Cichla","Cichlidae","Cichliformes","Teleostei"
1936,"population-level","community-level",18,229,20,"gut contents","unknown","animal","insect","insect",11,"%IAi","Cichlasoma orientale","Cichlasoma","Cichlidae","Cichliformes","Teleostei"
1937,"population-level","community-level",18,229,20,"gut contents","unknown","animal","mollusc","mollusc",1.4,"%IAi","Cichlasoma orientale","Cichlasoma","Cichlidae","Cichliformes","Teleostei"
1938,"population-level","community-level",18,229,20,"gut contents","aquatic","animal","crustacean","microcrustacean",27.8,"%IAi","Cichlasoma orientale","Cichlasoma","Cichlidae","Cichliformes","Teleostei"
1939,"population-level","community-level",18,229,20,"gut contents","aquatic","animal","fish","fish",49.6,"%IAi","Cichlasoma orientale","Cichlasoma","Cichlidae","Cichliformes","Teleostei"
1940,"population-level","community-level",18,229,20,"gut contents","unknown","unknown","detritus","detritus",10.1,"%IAi","Cichlasoma orientale","Cichlasoma","Cichlidae","Cichliformes","Teleostei"
1941,"population-level","community-level",18,230,20,"gut contents","unknown","animal","insect","insect",7.5,"%IAi","Hemigrammus jaguaribensis","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
1942,"population-level","community-level",18,230,20,"gut contents","aquatic","animal","crustacean","microcrustacean",92.4,"%IAi","Hemigrammus jaguaribensis","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
1943,"population-level","community-level",18,230,20,"gut contents","terrestrial","vegetal","plant","higher plant",0.1,"%IAi","Hemigrammus jaguaribensis","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
1944,"population-level","community-level",18,231,20,"gut contents","unknown","unknown","detritus","detritus",100,"%IAi","Hypostomus jaguribensis","Hypostomus","Loricariidae","Siluriformes","Teleostei"
1945,"population-level","community-level",18,232,20,"gut contents","unknown","animal","insect","insect",100,"%IAi","Hemigrammus marginatus","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
1946,"population-level","community-level",18,233,20,"gut contents","unknown","unknown","detritus","detritus",100,"%IAi","Hypostomus sertanejo","Hypostomus","Loricariidae","Siluriformes","Teleostei"
1947,"population-level","community-level",18,234,1,"gut contents","unknown","unknown","detritus","detritus",100,"%IAi","Loricariichthys derbyi","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
1948,"population-level","community-level",18,235,20,"gut contents","unknown","animal","insect","insect",0.3,"%IAi","Loricariichthys platymetopon","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
1949,"population-level","community-level",18,235,20,"gut contents","unknown","unknown","detritus","detritus",99.7,"%IAi","Loricariichthys platymetopon","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
1950,"population-level","community-level",18,236,20,"gut contents","unknown","animal","mollusc","mollusc",100,"%IAi","Leporinus taeniatus","Leporinus","Anostomidae","Characiformes","Teleostei"
1951,"population-level","community-level",18,237,20,"gut contents","unknown","animal","insect","insect",1.7,"%IAi","Moenkhausia costae","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
1952,"population-level","community-level",18,237,20,"gut contents","aquatic","animal","crustacean","microcrustacean",98.3,"%IAi","Moenkhausia costae","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
1953,"population-level","community-level",18,238,20,"gut contents","unknown","animal","insect","insect",21.7,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
1954,"population-level","community-level",18,238,20,"gut contents","terrestrial","animal","collembola","Collembola",8.5,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
1955,"population-level","community-level",18,238,20,"gut contents","aquatic","animal","crustacean","microcrustacean",32.7,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
1956,"population-level","community-level",18,238,20,"gut contents","aquatic","animal","fish","fish",10.9,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
1957,"population-level","community-level",18,238,20,"gut contents","aquatic","vegetal","algae","algae",2.7,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
1958,"population-level","community-level",18,238,20,"gut contents","terrestrial","vegetal","plant","higher plant",12.4,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
1959,"population-level","community-level",18,238,20,"gut contents","unknown","unknown","detritus","detritus",11.1,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
1960,"population-level","community-level",18,239,20,"gut contents","unknown","animal","insect","insect",8.6,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
1961,"population-level","community-level",18,239,20,"gut contents","aquatic","animal","crustacean","microcrustacean",1.2,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
1962,"population-level","community-level",18,239,20,"gut contents","aquatic","animal","fish","fish",0.7,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
1963,"population-level","community-level",18,239,20,"gut contents","aquatic","vegetal","algae","algae",4.9,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
1964,"population-level","community-level",18,239,20,"gut contents","terrestrial","vegetal","plant","higher plant",0.2,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
1965,"population-level","community-level",18,239,20,"gut contents","unknown","unknown","detritus","detritus",84.4,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
1966,"population-level","community-level",18,240,20,"gut contents","unknown","unknown","detritus","detritus",100,"%IAi","Prochilodus brevis","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1967,"population-level","community-level",18,241,20,"gut contents","aquatic","animal","crustacean","microcrustacean",38.2,"%IAi","Ctenobrycon kennedyi","Ctenobrycon","Acestrorhamphidae","Characiformes","Teleostei"
1968,"population-level","community-level",18,241,20,"gut contents","aquatic","vegetal","algae","algae",57.9,"%IAi","Ctenobrycon kennedyi","Ctenobrycon","Acestrorhamphidae","Characiformes","Teleostei"
1969,"population-level","community-level",18,241,20,"gut contents","unknown","unknown","detritus","detritus",3.9,"%IAi","Ctenobrycon kennedyi","Ctenobrycon","Acestrorhamphidae","Characiformes","Teleostei"
1970,"population-level","community-level",18,242,20,"gut contents","unknown","animal","insect","insect",5.9,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
1971,"population-level","community-level",18,242,20,"gut contents","aquatic","animal","crustacean","microcrustacean",0.4,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
1972,"population-level","community-level",18,242,20,"gut contents","aquatic","animal","fish","fish",0.1,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
1973,"population-level","community-level",18,242,20,"gut contents","unknown","unknown","detritus","detritus",93.6,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
1974,"population-level","community-level",18,243,20,"gut contents","aquatic","animal","fish","fish",56.6,"%IAi","Serrasalmus brandtii","Serrasalmus","Serrasalmidae","Characiformes","Teleostei"
1975,"population-level","community-level",18,243,20,"gut contents","aquatic","vegetal","algae","algae",28.3,"%IAi","Serrasalmus brandtii","Serrasalmus","Serrasalmidae","Characiformes","Teleostei"
1976,"population-level","community-level",18,243,20,"gut contents","terrestrial","vegetal","plant","higher plant",15.1,"%IAi","Serrasalmus brandtii","Serrasalmus","Serrasalmidae","Characiformes","Teleostei"
1977,"population-level","community-level",18,244,20,"gut contents","unknown","animal","insect","insect",7.5,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
1978,"population-level","community-level",18,244,20,"gut contents","terrestrial","animal","collembola","Collembola",0.5,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
1979,"population-level","community-level",18,244,20,"gut contents","aquatic","animal","crustacean","microcrustacean",80.1,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
1980,"population-level","community-level",18,244,20,"gut contents","aquatic","animal","fish","fish",0.3,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
1981,"population-level","community-level",18,244,20,"gut contents","aquatic","vegetal","algae","algae",1,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
1982,"population-level","community-level",18,244,20,"gut contents","terrestrial","vegetal","plant","higher plant",0.2,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
1983,"population-level","community-level",18,244,20,"gut contents","unknown","unknown","detritus","detritus",10.4,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
1984,"population-level","community-level",18,245,20,"gut contents","unknown","unknown","detritus","detritus",100,"%IAi","Steindachnerina notonota","Steindachnerina","Curimatidae","Characiformes","Teleostei"
1985,"population-level","community-level",18,246,20,"gut contents","unknown","animal","insect","insect",2.7,"%IAi","Serrapinnus piaba","Serrapinnus","Characidae","Characiformes","Teleostei"
1986,"population-level","community-level",18,246,20,"gut contents","aquatic","animal","crustacean","microcrustacean",49.3,"%IAi","Serrapinnus piaba","Serrapinnus","Characidae","Characiformes","Teleostei"
1987,"population-level","community-level",18,246,20,"gut contents","aquatic","vegetal","algae","algae",3.2,"%IAi","Serrapinnus piaba","Serrapinnus","Characidae","Characiformes","Teleostei"
1988,"population-level","community-level",18,246,20,"gut contents","terrestrial","vegetal","plant","higher plant",0.1,"%IAi","Serrapinnus piaba","Serrapinnus","Characidae","Characiformes","Teleostei"
1989,"population-level","community-level",18,246,20,"gut contents","unknown","unknown","detritus","detritus",44.7,"%IAi","Serrapinnus piaba","Serrapinnus","Characidae","Characiformes","Teleostei"
1990,"population-level","community-level",18,247,20,"gut contents","unknown","animal","insect","insect",6.2,"%IAi","Triportheus signatus","Triportheus","Triportheidae","Characiformes","Teleostei"
1991,"population-level","community-level",18,247,20,"gut contents","aquatic","animal","crustacean","microcrustacean",65.6,"%IAi","Triportheus signatus","Triportheus","Triportheidae","Characiformes","Teleostei"
1992,"population-level","community-level",18,247,20,"gut contents","aquatic","animal","fish","fish",15.1,"%IAi","Triportheus signatus","Triportheus","Triportheidae","Characiformes","Teleostei"
1993,"population-level","community-level",18,247,20,"gut contents","terrestrial","vegetal","plant","higher plant",2.2,"%IAi","Triportheus signatus","Triportheus","Triportheidae","Characiformes","Teleostei"
1994,"population-level","community-level",18,247,20,"gut contents","unknown","unknown","detritus","detritus",10.9,"%IAi","Triportheus signatus","Triportheus","Triportheidae","Characiformes","Teleostei"
1995,"population-level","community-level",18,248,53,"gut contents","unknown","animal","insect","insect",13.6,"%IAi","Astyanax bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
1996,"population-level","community-level",18,248,53,"gut contents","unknown","animal","mollusc","mollusc",13.2,"%IAi","Astyanax bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
1997,"population-level","community-level",18,248,53,"gut contents","aquatic","animal","crustacean","microcrustacean",50.1,"%IAi","Astyanax bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
1998,"population-level","community-level",18,248,53,"gut contents","aquatic","animal","fish","fish",22.4,"%IAi","Astyanax bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
1999,"population-level","community-level",18,248,53,"gut contents","terrestrial","vegetal","plant","higher plant",0.8,"%IAi","Astyanax bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
2000,"population-level","community-level",18,249,44,"gut contents","unknown","animal","insect","insect",7.4,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
2001,"population-level","community-level",18,249,44,"gut contents","unknown","animal","mollusc","mollusc",1.4,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
2002,"population-level","community-level",18,249,44,"gut contents","aquatic","animal","crustacean","Decapoda",70.5,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
2003,"population-level","community-level",18,249,44,"gut contents","aquatic","animal","crustacean","microcrustacean",0.9,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
2004,"population-level","community-level",18,249,44,"gut contents","aquatic","animal","fish","fish",19.8,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
2005,"population-level","community-level",18,250,44,"gut contents","unknown","animal","insect","insect",3.6,"%IAi","Cichla monoculus","Cichla","Cichlidae","Cichliformes","Teleostei"
2006,"population-level","community-level",18,250,44,"gut contents","terrestrial","animal","collembola","Collembola",0.1,"%IAi","Cichla monoculus","Cichla","Cichlidae","Cichliformes","Teleostei"
2007,"population-level","community-level",18,250,44,"gut contents","aquatic","animal","crustacean","microcrustacean",70.1,"%IAi","Cichla monoculus","Cichla","Cichlidae","Cichliformes","Teleostei"
2008,"population-level","community-level",18,250,44,"gut contents","aquatic","animal","fish","fish",26.2,"%IAi","Cichla monoculus","Cichla","Cichlidae","Cichliformes","Teleostei"
2009,"population-level","community-level",18,251,24,"gut contents","unknown","animal","insect","insect",24.1,"%IAi","Cichla temensis","Cichla","Cichlidae","Cichliformes","Teleostei"
2010,"population-level","community-level",18,251,24,"gut contents","aquatic","animal","fish","fish",75.9,"%IAi","Cichla temensis","Cichla","Cichlidae","Cichliformes","Teleostei"
2011,"population-level","community-level",18,252,24,"gut contents","aquatic","animal","crustacean","microcrustacean",99.9,"%IAi","Hemigrammus rodwayi","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
2012,"population-level","community-level",18,252,24,"gut contents","aquatic","vegetal","algae","algae",0.1,"%IAi","Hemigrammus rodwayi","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
2013,"population-level","community-level",18,253,44,"gut contents","unknown","animal","insect","insect",41.2,"%IAi","Loricariichthys platymetopon","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
2014,"population-level","community-level",18,253,44,"gut contents","unknown","animal","mollusc","mollusc",0.1,"%IAi","Loricariichthys platymetopon","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
2015,"population-level","community-level",18,253,44,"gut contents","aquatic","animal","crustacean","microcrustacean",38.1,"%IAi","Loricariichthys platymetopon","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
2016,"population-level","community-level",18,253,44,"gut contents","aquatic","vegetal","algae","algae",5.6,"%IAi","Loricariichthys platymetopon","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
2017,"population-level","community-level",18,253,44,"gut contents","terrestrial","vegetal","plant","higher plant",15.1,"%IAi","Loricariichthys platymetopon","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
2018,"population-level","community-level",18,254,44,"gut contents","aquatic","vegetal","algae","algae",100,"%IAi","Leporinus taeniatus","Leporinus","Anostomidae","Characiformes","Teleostei"
2019,"population-level","community-level",18,255,20,"gut contents","unknown","animal","insect","insect",4.4,"%IAi","Moenkhausia costae","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
2020,"population-level","community-level",18,255,20,"gut contents","aquatic","animal","crustacean","microcrustacean",95.6,"%IAi","Moenkhausia costae","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
2021,"population-level","community-level",18,256,44,"gut contents","unknown","animal","insect","insect",3.9,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
2022,"population-level","community-level",18,256,44,"gut contents","unknown","animal","mollusc","mollusc",0.2,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
2023,"population-level","community-level",18,256,44,"gut contents","aquatic","animal","crustacean","microcrustacean",54.7,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
2024,"population-level","community-level",18,256,44,"gut contents","aquatic","animal","fish","fish",22.5,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
2025,"population-level","community-level",18,256,44,"gut contents","aquatic","vegetal","algae","algae",0.8,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
2026,"population-level","community-level",18,256,44,"gut contents","terrestrial","vegetal","plant","higher plant",11,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
2027,"population-level","community-level",18,256,44,"gut contents","unknown","unknown","detritus","detritus",6.9,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
2028,"population-level","community-level",18,257,44,"gut contents","unknown","animal","insect","insect",1.6,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
2029,"population-level","community-level",18,257,44,"gut contents","terrestrial","vegetal","plant","higher plant",1.5,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
2030,"population-level","community-level",18,257,44,"gut contents","unknown","unknown","detritus","detritus",96.9,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
2031,"population-level","community-level",18,258,44,"gut contents","unknown","unknown","detritus","detritus",100,"%IAi","Prochilodus brevis","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
2032,"population-level","community-level",18,259,44,"gut contents","aquatic","animal","crustacean","microcrustacean",80,"%IAi","Serrasalmus brandtii","Serrasalmus","Serrasalmidae","Characiformes","Teleostei"
